青沥备开(矫焙备)喊,楷飞喊,醚牢备荐 (疙),巢磊牢备荐 (疙),咯磊牢备荐 (疙)
剧玫备,96技,98,25,73
剧玫备,97技,61,18,43
剧玫备,98技,50,4,46
剧玫备,99技,31,5,26
剧玫备,100技 捞惑,60,10,50
碍辑备,拌,560679,268551,292128
碍辑备,0技,2392,1245,1147
碍辑备,1技,2479,1227,1252
碍辑备,2技,2567,1283,1284
碍辑备,3技,2633,1344,1289
碍辑备,4技,2868,1498,1370
碍辑备,5技,2896,1503,1393
碍辑备,6技,3091,1558,1533
碍辑备,7技,3448,1742,1706
碍辑备,8技,3971,2073,1898
碍辑备,9技,3848,1883,1965
碍辑备,10技,3917,2053,1864
碍辑备,11技,4296,2183,2113
碍辑备,12技,4201,2172,2029
碍辑备,13技,4143,2098,2045
碍辑备,14技,3772,1963,1809
碍辑备,15技,4090,2106,1984
碍辑备,16技,4528,2339,2189
碍辑备,17技,4140,2126,2014
碍辑备,18技,4040,2092,1948
碍辑备,19技,4293,2109,2184
碍辑备,20技,4731,2357,2374
碍辑备,21技,4804,2327,2477
碍辑备,22技,5521,2563,2958
碍辑备,23技,6709,2961,3748
碍辑备,24技,7379,3168,4211
碍辑备,25技,8031,3473,4558
碍辑备,26技,9231,3957,5274
碍辑备,27技,9931,4399,5532
碍辑备,28技,10674,4885,5789
碍辑备,29技,11261,5243,6018
碍辑备,30技,11145,5324,5821
碍辑备,31技,11579,5633,5946
碍辑备,32技,11246,5482,5764
碍辑备,33技,10173,5090,5083
碍辑备,34技,9514,4849,4665
碍辑备,35技,9138,4609,4529
碍辑备,36技,8500,4263,4237
碍辑备,37技,8383,4320,4063
碍辑备,38技,8409,4256,4153
碍辑备,39技,7877,4034,3843
碍辑备,40技,8666,4451,4215
碍辑备,41技,8998,4587,4411
碍辑备,42技,9548,4832,4716
碍辑备,43技,9105,4617,4488
碍辑备,44技,9082,4556,4526
碍辑备,45技,8040,3955,4085
碍辑备,46技,7954,3935,4019
碍辑备,47技,7736,3922,3814
碍辑备,48技,7949,3883,4066
碍辑备,49技,8340,4145,4195
碍辑备,50技,8861,4390,4471
碍辑备,51技,8924,4489,4435
碍辑备,52技,8844,4404,4440
碍辑备,53技,8812,4333,4479
碍辑备,54技,8437,4153,4284
碍辑备,55技,8677,4244,4433
碍辑备,56技,7593,3632,3961
碍辑备,57技,7441,3557,3884
碍辑备,58技,7670,3559,4111
碍辑备,59技,8016,3759,4257
碍辑备,60技,7236,3406,3830
碍辑备,61技,8509,4011,4498
碍辑备,62技,8258,3867,4391
碍辑备,63技,9311,4238,5073
碍辑备,64技,8901,4097,4804
碍辑备,65技,8327,3868,4459
碍辑备,66技,7995,3667,4328
碍辑备,67技,7473,3393,4080
碍辑备,68技,7253,3242,4011
碍辑备,69技,7383,3348,4035
碍辑备,70技,5772,2615,3157
碍辑备,71技,6038,2801,3237
碍辑备,72技,4886,2234,2652
碍辑备,73技,4378,2007,2371
碍辑备,74技,4736,2179,2557
碍辑备,75技,4374,2063,2311
碍辑备,76技,4311,1983,2328
碍辑备,77技,4075,1920,2155
碍辑备,78技,2838,1291,1547
碍辑备,79技,2879,1330,1549
碍辑备,80技,2658,1163,1495
碍辑备,81技,2904,1246,1658
碍辑备,82技,2548,1051,1497
碍辑备,83技,2159,868,1291
碍辑备,84技,1864,698,1166
碍辑备,85技,1706,621,1085
碍辑备,86技,1345,487,858
碍辑备,87技,1165,354,811
碍辑备,88技,1088,337,751
碍辑备,89技,875,279,596
碍辑备,90技,665,191,474
碍辑备,91技,538,140,398
碍辑备,92技,446,105,341
碍辑备,93技,326,74,252
碍辑备,94技,277,66,211
碍辑备,95技,204,48,156
碍辑备,96技,145,22,123
碍辑备,97技,88,15,73
碍辑备,98技,69,9,60
碍辑备,99技,45,5,40
碍辑备,100技 捞惑,89,19,70
备肺备,拌,390952,191538,199414
备肺备,0技,1869,937,932
备肺备,1技,1937,1010,927
备肺备,2技,1947,1024,923
备肺备,3技,1969,1013,956
备肺备,4技,2069,1074,995
备肺备,5技,2214,1167,1047
备肺备,6技,2204,1135,1069
备肺备,7技,2341,1186,1155
备肺备,8技,2693,1376,1317
备肺备,9技,2630,1316,1314
备肺备,10技,2602,1348,1254
备肺备,11技,2857,1402,1455
备肺备,12技,2729,1361,1368
备肺备,13技,2919,1506,1413
备肺备,14技,2616,1364,1252
备肺备,15技,2764,1374,1390
备肺备,16技,3019,1522,1497
备肺备,17技,2750,1398,1352
备肺备,18技,2739,1450,1289
备肺备,19技,2915,1510,1405
备肺备,20技,3057,1527,1530
备肺备,21技,3334,1651,1683
备肺备,22技,3756,1902,1854
备肺备,23技,4555,2147,2408
备肺备,24技,5034,2257,2777
备肺备,25技,5277,2458,2819
备肺备,26技,5833,2689,3144
备肺备,27技,6122,2925,3197
备肺备,28技,6503,3227,3276
备肺备,29技,6662,3338,3324
备肺备,30技,6607,3318,3289
备肺备,31技,6892,3419,3473
备肺备,32技,6854,3440,3414
备肺备,33技,6355,3176,3179
备肺备,34技,6124,3164,2960
备肺备,35技,6008,3106,2902
备肺备,36技,5694,2972,2722
备肺备,37技,5591,2871,2720
备肺备,38技,5477,2819,2658
备肺备,39技,5340,2793,2547
备肺备,40技,5725,2981,2744
备肺备,41技,6012,3095,2917
备肺备,42技,6243,3258,2985
备肺备,43技,6204,3205,2999
备肺备,44技,6048,3053,2995
备肺备,45技,5429,2731,2698
备肺备,46技,5435,2787,2648
备肺备,47技,5348,2722,2626
备肺备,48技,5421,2679,2742
备肺备,49技,5802,2984,2818
备肺备,50技,6198,3083,3115
备肺备,51技,6474,3278,3196
备肺备,52技,6444,3251,3193
备肺备,53技,6549,3270,3279
备肺备,54技,6280,3132,3148
备肺备,55技,6424,3030,3394
备肺备,56技,5875,2865,3010
备肺备,57技,5709,2885,2824
备肺备,58技,5888,2901,2987
备肺备,59技,6001,2947,3054
备肺备,60技,5402,2617,2785
备肺备,61技,6295,3064,3231
备肺备,62技,6062,2972,3090
备肺备,63技,6727,3208,3519
备肺备,64技,6371,2943,3428
备肺备,65技,6042,2827,3215
备肺备,66技,5738,2692,3046
备肺备,67技,5399,2534,2865
备肺备,68技,5411,2472,2939
备肺备,69技,5398,2464,2934
备肺备,70技,4489,2056,2433
备肺备,71技,4417,2001,2416
备肺备,72技,3818,1790,2028
备肺备,73技,3460,1604,1856
备肺备,74技,3863,1801,2062
备肺备,75技,3527,1695,1832
备肺备,76技,3480,1618,1862
备肺备,77技,3258,1541,1717
备肺备,78技,2316,1033,1283
备肺备,79技,2405,1091,1314
备肺备,80技,2270,1035,1235
备肺备,81技,2487,1092,1395
备肺备,82技,2224,1003,1221
备肺备,83技,1657,691,966
备肺备,84技,1456,597,859
备肺备,85技,1387,572,815
备肺备,86技,1080,412,668
备肺备,87技,922,342,580
备肺备,88技,752,266,486
备肺备,89技,632,207,425
备肺备,90技,434,135,299
备肺备,91技,353,112,241
备肺备,92技,287,69,218
备肺备,93技,192,48,144
备肺备,94技,176,39,137
备肺备,95技,130,40,90
备肺备,96技,100,15,85
备肺备,97技,63,11,52
备肺备,98技,32,4,28
备肺备,99技,22,5,17
备肺备,100技 捞惑,51,11,40
陛玫备,拌,226955,114184,112771
陛玫备,0技,805,384,421
陛玫备,1技,875,443,432
陛玫备,2技,849,431,418
陛玫备,3技,841,431,410
陛玫备,4技,874,445,429
陛玫备,5技,932,481,451
陛玫备,6技,976,500,476
陛玫备,7技,1012,532,480
陛玫备,8技,1132,558,574
陛玫备,9技,1133,556,577
陛玫备,10技,1129,598,531
陛玫备,11技,1252,644,608
陛玫备,12技,1198,605,593
陛玫备,13技,1255,624,631
陛玫备,14技,1184,613,571
陛玫备,15技,1204,609,595
陛玫备,16技,1357,686,671
陛玫备,17技,1406,714,692
陛玫备,18技,1331,659,672
陛玫备,19技,1435,693,742
陛玫备,20技,1630,821,809
陛玫备,21技,1723,876,847
陛玫备,22技,2087,971,1116
陛玫备,23技,2718,1221,1497
陛玫备,24技,3272,1469,1803
陛玫备,25技,3756,1752,2004
陛玫备,26技,4469,2109,2360
陛玫备,27技,4804,2289,2515
陛玫备,28技,5152,2622,2530
陛玫备,29技,5129,2702,2427
陛玫备,30技,5132,2728,2404
陛玫备,31技,5103,2769,2334
陛玫备,32技,4699,2623,2076
陛玫备,33技,4065,2210,1855
陛玫备,34技,3665,2090,1575
陛玫备,35技,3600,2015,1585
陛玫备,36技,3182,1724,1458
陛玫备,37技,3002,1687,1315
陛玫备,38技,3001,1652,1349
陛玫备,39技,2682,1463,1219
陛玫备,40技,3046,1690,1356
陛玫备,41技,2985,1634,1351
陛玫备,42技,3184,1705,1479
陛玫备,43技,3038,1707,1331
陛玫备,44技,2962,1590,1372
陛玫备,45技,2632,1386,1246
陛玫备,46技,2732,1446,1286
陛玫备,47技,2692,1399,1293
陛玫备,48技,2860,1455,1405
陛玫备,49技,2998,1586,1412
陛玫备,50技,3377,1732,1645
陛玫备,51技,3605,1836,1769
陛玫备,52技,3639,1884,1755
陛玫备,53技,3784,1881,1903
陛玫备,54技,3749,1884,1865
陛玫备,55技,3899,1932,1967
陛玫备,56技,3641,1761,1880
陛玫备,57技,3673,1793,1880
陛玫备,58技,3948,2004,1944
陛玫备,59技,3903,1982,1921
陛玫备,60技,3557,1784,1773
陛玫备,61技,4188,2145,2043
陛玫备,62技,3915,1976,1939
陛玫备,63技,4328,2149,2179
陛玫备,64技,4116,2077,2039
陛玫备,65技,3800,1814,1986
陛玫备,66技,3374,1695,1679
陛玫备,67技,3154,1536,1618
陛玫备,68技,3094,1518,1576
陛玫备,69技,3155,1432,1723
陛玫备,70技,2424,1150,1274
陛玫备,71技,2399,1142,1257
陛玫备,72技,2223,1014,1209
陛玫备,73技,1887,934,953
陛玫备,74技,2092,961,1131
陛玫备,75技,1933,922,1011
陛玫备,76技,1888,839,1049
陛玫备,77技,1853,857,996
陛玫备,78技,1305,566,739
陛玫备,79技,1337,609,728
陛玫备,80技,1256,560,696
陛玫备,81技,1455,652,803
陛玫备,82技,1265,552,713
陛玫备,83技,923,361,562
陛玫备,84技,897,385,512
陛玫备,85技,783,305,478
陛玫备,86技,599,256,343
陛玫备,87技,497,159,338
陛玫备,88技,456,162,294
陛玫备,89技,349,106,243
陛玫备,90技,268,73,195
陛玫备,91技,227,63,164
陛玫备,92技,153,47,106
陛玫备,93技,128,32,96
陛玫备,94技,88,27,61
陛玫备,95技,56,7,49
陛玫备,96技,39,9,30
陛玫备,97技,31,6,25
陛玫备,98技,18,3,15
陛玫备,99技,13,3,10
陛玫备,100技 捞惑,34,10,24
康殿器备,拌,375090,183600,191490
康殿器备,0技,1969,1028,941
康殿器备,1技,2024,1027,997
康殿器备,2技,2126,1084,1042
康殿器备,3技,1973,1027,946
康殿器备,4技,2040,1030,1010
康殿器备,5技,2162,1075,1087
康殿器备,6技,2227,1123,1104
康殿器备,7技,2235,1122,1113
康殿器备,8技,2479,1265,1214
康殿器备,9技,2385,1236,1149
康殿器备,10技,2191,1174,1017
康殿器备,11技,2347,1197,1150
康殿器备,12技,2287,1145,1142
康殿器备,13技,2291,1136,1155
康殿器备,14技,2129,1089,1040
康殿器备,15技,2204,1113,1091
康殿器备,16技,2400,1298,1102
康殿器备,17技,2234,1145,1089
康殿器备,18技,2273,1209,1064
康殿器备,19技,2508,1304,1204
康殿器备,20技,2900,1448,1452
康殿器备,21技,2902,1387,1515
康殿器备,22技,3529,1607,1922
康殿器备,23技,4647,1975,2672
康殿器备,24技,5295,2167,3128
康殿器备,25技,6182,2621,3561
康殿器备,26技,6992,2958,4034
康殿器备,27技,7652,3425,4227
康殿器备,28技,8239,3828,4411
康殿器备,29技,8477,4122,4355
康殿器备,30技,8511,4204,4307
康殿器备,31技,8671,4325,4346
康殿器备,32技,8538,4272,4266
康殿器备,33技,7538,3758,3780
康殿器备,34技,7215,3687,3528
康殿器备,35技,6851,3468,3383
康殿器备,36技,6346,3270,3076
康殿器备,37技,6160,3154,3006
康殿器备,38技,5911,3071,2840
康殿器备,39技,5735,2976,2759
康殿器备,40技,5762,2982,2780
康殿器备,41技,5980,3126,2854
康殿器备,42技,6015,3153,2862
康殿器备,43技,5686,2962,2724
康殿器备,44技,5566,2824,2742
康殿器备,45技,4902,2513,2389
康殿器备,46技,4849,2484,2365
康殿器备,47技,4878,2478,2400
康殿器备,48技,4861,2426,2435
康殿器备,49技,5076,2626,2450
康殿器备,50技,5487,2724,2763
康殿器备,51技,5649,2853,2796
康殿器备,52技,5913,3000,2913
康殿器备,53技,5952,3010,2942
康殿器备,54技,5647,2829,2818
康殿器备,55技,5903,2973,2930
康殿器备,56技,5174,2582,2592
康殿器备,57技,5154,2623,2531
康殿器备,58技,5208,2698,2510
康殿器备,59技,5268,2663,2605
康殿器备,60技,4839,2467,2372
康殿器备,61技,5484,2858,2626
康殿器备,62技,5087,2511,2576
康殿器备,63技,5674,2759,2915
康殿器备,64技,5429,2615,2814
康殿器备,65技,5028,2461,2567
康殿器备,66技,4794,2341,2453
康殿器备,67技,4438,2148,2290
康殿器备,68技,4283,2078,2205
康殿器备,69技,4478,2065,2413
康殿器备,70技,3331,1563,1768
康殿器备,71技,3575,1697,1878
康殿器备,72技,3019,1426,1593
康殿器备,73技,2851,1282,1569
康殿器备,74技,2987,1363,1624
康殿器备,75技,2862,1315,1547
康殿器备,76技,2859,1300,1559
康殿器备,77技,2712,1220,1492
康殿器备,78技,1958,919,1039
康殿器备,79技,1984,886,1098
康殿器备,80技,1945,821,1124
康殿器备,81技,2233,957,1276
康殿器备,82技,1966,825,1141
康殿器备,83技,1487,642,845
康殿器备,84技,1433,586,847
康殿器备,85技,1283,547,736
康殿器备,86技,1085,416,669
康殿器备,87技,924,336,588
康殿器备,88技,822,328,494
康殿器备,89技,634,231,403
康殿器备,90技,499,157,342
康殿器备,91技,394,116,278
康殿器备,92技,288,88,200
康殿器备,93技,198,65,133
康殿器备,94技,152,38,114
康殿器备,95技,121,35,86
康殿器备,96技,89,22,67
康殿器备,97技,52,13,39
康殿器备,98技,26,4,22
康殿器备,99技,20,4,16
康殿器备,100技 捞惑,62,16,46
悼累备,拌,378871,183129,195742
悼累备,0技,1631,852,779
悼累备,1技,1554,804,750
悼累备,2技,1639,826,813
悼累备,3技,1709,883,826
悼累备,4技,1762,932,830
悼累备,5技,1976,1022,954
悼累备,6技,2000,983,1017
悼累备,7技,2193,1069,1124
悼累备,8技,2548,1304,1244
悼累备,9技,2581,1317,1264
悼累备,10技,2325,1193,1132
悼累备,11技,2557,1311,1246
悼累备,12技,2428,1247,1181
悼累备,13技,2613,1349,1264
悼累备,14技,2371,1215,1156
悼累备,15技,2439,1270,1169
悼累备,16技,2593,1371,1222
悼累备,17技,2605,1340,1265
悼累备,18技,2726,1322,1404
悼累备,19技,3329,1671,1658
悼累备,20技,3841,1775,2066
悼累备,21技,4243,1987,2256
悼累备,22技,4889,2267,2622
悼累备,23技,6238,2933,3305
悼累备,24技,6596,3071,3525
悼累备,25技,7066,3410,3656
悼累备,26技,7539,3570,3969
悼累备,27技,7766,3775,3991
悼累备,28技,7734,3868,3866
悼累备,29技,7737,4018,3719
悼累备,30技,7272,3691,3581
悼累备,31技,7350,3718,3632
悼累备,32技,6951,3503,3448
悼累备,33技,6395,3298,3097
悼累备,34技,5877,3017,2860
悼累备,35技,5597,2882,2715
悼累备,36技,5363,2695,2668
悼累备,37技,5158,2585,2573
悼累备,38技,5101,2609,2492
悼累备,39技,5028,2594,2434
悼累备,40技,5281,2619,2662
悼累备,41技,5635,2850,2785
悼累备,42技,5856,2971,2885
悼累备,43技,5594,2858,2736
悼累备,44技,5720,2856,2864
悼累备,45技,5063,2574,2489
悼累备,46技,4932,2358,2574
悼累备,47技,5125,2594,2531
悼累备,48技,5180,2507,2673
悼累备,49技,5508,2745,2763
悼累备,50技,5891,2927,2964
悼累备,51技,5929,2853,3076
悼累备,52技,6258,3104,3154
悼累备,53技,6135,2974,3161
悼累备,54技,6088,3031,3057
悼累备,55技,6130,2983,3147
悼累备,56技,5354,2519,2835
悼累备,57技,5258,2589,2669
悼累备,58技,5160,2431,2729
悼累备,59技,5325,2572,2753
悼累备,60技,4938,2373,2565
悼累备,61技,5437,2603,2834
悼累备,62技,5258,2486,2772
悼累备,63技,5737,2619,3118
悼累备,64技,5634,2620,3014
悼累备,65技,5134,2360,2774
悼累备,66技,5027,2303,2724
悼累备,67技,4537,2044,2493
悼累备,68技,4573,2124,2449
悼累备,69技,4559,2063,2496
悼累备,70技,3642,1664,1978
悼累备,71技,3795,1701,2094
悼累备,72技,3321,1449,1872
悼累备,73技,2983,1296,1687
悼累备,74技,3249,1413,1836
悼累备,75技,3076,1328,1748
悼累备,76技,3163,1374,1789
悼累备,77技,3118,1332,1786
悼累备,78技,2152,907,1245
悼累备,79技,2248,955,1293
悼累备,80技,2049,923,1126
悼累备,81技,2373,1089,1284
悼累备,82技,2149,982,1167
悼累备,83技,1613,698,915
悼累备,84技,1456,581,875
悼累备,85技,1353,545,808
悼累备,86技,1076,405,671
悼累备,87技,1004,364,640
悼累备,88技,798,292,506
悼累备,89技,652,214,438
悼累备,90技,490,155,335
悼累备,91技,402,106,296
悼累备,92技,275,86,189
悼累备,93技,232,58,174
悼累备,94技,190,52,138
悼累备,95技,143,34,109
悼累备,96技,96,23,73
悼累备,97技,65,13,52
悼累备,98技,39,6,33
悼累备,99技,33,11,22
悼累备,100技 捞惑,60,16,44
包厩备,拌,481722,242633,239089
包厩备,0技,1295,645,650
包厩备,1技,1330,660,670
包厩备,2技,1423,724,699
包厩备,3技,1325,664,661
包厩备,4技,1491,762,729
包厩备,5技,1463,781,682
包厩备,6技,1578,859,719
包厩备,7技,1854,949,905
包厩备,8技,2006,1037,969
包厩备,9技,2113,1106,1007
包厩备,10技,2052,1048,1004
包厩备,11技,2189,1098,1091
包厩备,12技,2298,1180,1118
包厩备,13技,2266,1135,1131
包厩备,14技,2218,1153,1065
包厩备,15技,2315,1210,1105
包厩备,16技,2609,1330,1279
包厩备,17技,2627,1324,1303
包厩备,18技,2842,1425,1417
包厩备,19技,3588,1754,1834
包厩备,20技,4586,2155,2431
包厩备,21技,5008,2233,2775
包厩备,22技,6537,3011,3526
包厩备,23技,8921,3895,5026
包厩备,24技,10758,4782,5976
包厩备,25技,12330,5615,6715
包厩备,26技,14411,6954,7457
包厩备,27技,14835,7460,7375
包厩备,28技,15012,7842,7170
包厩备,29技,14436,7809,6627
包厩备,30技,13662,7594,6068
包厩备,31技,12897,7142,5755
包厩备,32技,11528,6523,5005
包厩备,33技,9575,5446,4129
包厩备,34技,8526,4838,3688
包厩备,35技,7674,4347,3327
包厩备,36技,6814,3846,2968
包厩备,37技,6588,3640,2948
包厩备,38技,6127,3425,2702
包厩备,39技,5778,3202,2576
包厩备,40技,6267,3416,2851
包厩备,41技,6293,3436,2857
包厩备,42技,6614,3577,3037
包厩备,43技,6500,3562,2938
包厩备,44技,6431,3484,2947
包厩备,45技,5546,2952,2594
包厩备,46技,5676,3016,2660
包厩备,47技,5550,2931,2619
包厩备,48技,5792,3072,2720
包厩备,49技,6234,3267,2967
包厩备,50技,6693,3460,3233
包厩备,51技,6844,3601,3243
包厩备,52技,6956,3668,3288
包厩备,53技,7025,3641,3384
包厩备,54技,6854,3581,3273
包厩备,55技,6768,3382,3386
包厩备,56技,6307,3109,3198
包厩备,57技,5962,3013,2949
包厩备,58技,6152,3128,3024
包厩备,59技,6314,3147,3167
包厩备,60技,5588,2823,2765
包厩备,61技,6593,3271,3322
包厩备,62技,6245,3026,3219
包厩备,63技,6988,3248,3740
包厩备,64技,6687,3125,3562
包厩备,65技,6121,2910,3211
包厩备,66技,5852,2689,3163
包厩备,67技,5408,2503,2905
包厩备,68技,5507,2530,2977
包厩备,69技,5619,2509,3110
包厩备,70技,4455,1969,2486
包厩备,71技,4514,2019,2495
包厩备,72技,4235,1953,2282
包厩备,73技,3820,1729,2091
包厩备,74技,4165,1869,2296
包厩备,75技,3848,1685,2163
包厩备,76技,3836,1707,2129
包厩备,77技,3756,1649,2107
包厩备,78技,2631,1157,1474
包厩备,79技,2780,1219,1561
包厩备,80技,2648,1145,1503
包厩备,81技,3057,1416,1641
包厩备,82技,2663,1185,1478
包厩备,83技,2003,853,1150
包厩备,84技,1750,769,981
包厩备,85技,1569,649,920
包厩备,86技,1267,515,752
包厩备,87技,1026,375,651
包厩备,88技,819,321,498
包厩备,89技,673,238,435
包厩备,90技,497,169,328
包厩备,91技,361,111,250
包厩备,92技,299,88,211
包厩备,93技,226,54,172
包厩备,94技,160,32,128
包厩备,95技,134,26,108
包厩备,96技,92,20,72
包厩备,97技,63,14,49
包厩备,98技,24,5,19
包厩备,99技,23,2,21
包厩备,100技 捞惑,57,10,47
辑檬备,拌,407596,193966,213630
辑檬备,0技,1635,863,772
辑檬备,1技,1867,970,897
辑檬备,2技,2131,1109,1022
辑檬备,3技,2244,1122,1122
辑檬备,4技,2403,1273,1130
辑檬备,5技,2739,1449,1290
辑檬备,6技,3038,1549,1489
辑檬备,7技,3389,1755,1634
辑檬备,8技,3868,1900,1968
辑檬备,9技,3998,2016,1982
辑檬备,10技,4152,2136,2016
辑檬备,11技,4624,2336,2288
辑檬备,12技,4573,2322,2251
辑檬备,13技,4755,2424,2331
辑檬备,14技,4540,2258,2282
辑檬备,15技,4506,2319,2187
辑檬备,16技,4755,2350,2405
辑檬备,17技,4357,2211,2146
辑檬备,18技,4059,2029,2030
辑檬备,19技,4201,2089,2112
辑檬备,20技,4256,2110,2146
辑檬备,21技,3988,1984,2004
辑檬备,22技,4084,1952,2132
辑檬备,23技,4772,2191,2581
辑檬备,24技,4879,2235,2644
辑檬备,25技,5045,2354,2691
辑檬备,26技,5410,2546,2864
辑檬备,27技,5525,2618,2907
辑檬备,28技,5801,2727,3074
辑檬备,29技,5940,2822,3118
辑檬备,30技,5939,2876,3063
辑檬备,31技,6069,2908,3161
辑檬备,32技,6018,2804,3214
辑檬备,33技,5709,2749,2960
辑檬备,34技,5344,2535,2809
辑檬备,35技,5643,2553,3090
辑檬备,36技,5438,2420,3018
辑檬备,37技,5509,2456,3053
辑檬备,38技,5610,2544,3066
辑檬备,39技,5656,2533,3123
辑檬备,40技,6471,2978,3493
辑檬备,41技,6790,3126,3664
辑檬备,42技,7461,3418,4043
辑檬备,43技,7561,3486,4075
辑檬备,44技,7713,3501,4212
辑檬备,45技,6930,3129,3801
辑檬备,46技,7138,3280,3858
辑檬备,47技,7044,3337,3707
辑檬备,48技,7184,3365,3819
辑檬备,49技,7309,3525,3784
辑檬备,50技,7738,3705,4033
辑檬备,51技,7664,3710,3954
辑檬备,52技,7590,3766,3824
辑檬备,53技,7545,3762,3783
辑檬备,54技,7025,3599,3426
辑檬备,55技,6564,3292,3272
辑檬备,56技,5903,2891,3012
辑檬备,57技,5151,2556,2595
辑檬备,58技,5255,2603,2652
辑檬备,59技,5312,2583,2729
辑檬备,60技,4929,2376,2553
辑檬备,61技,5084,2476,2608
辑檬备,62技,4881,2280,2601
辑檬备,63技,5205,2417,2788
辑檬备,64技,5051,2305,2746
辑檬备,65技,4887,2290,2597
辑檬备,66技,4788,2249,2539
辑檬备,67技,4551,2033,2518
辑檬备,68技,4394,2001,2393
辑檬备,69技,4509,2068,2441
辑檬备,70技,3792,1686,2106
辑檬备,71技,3728,1660,2068
辑檬备,72技,3015,1360,1655
辑檬备,73技,2849,1307,1542
辑檬备,74技,3143,1419,1724
辑檬备,75技,2978,1368,1610
辑檬备,76技,3016,1332,1684
辑檬备,77技,2824,1318,1506
辑檬备,78技,2059,924,1135
辑檬备,79技,2032,980,1052
辑檬备,80技,1856,876,980
辑檬备,81技,1970,963,1007
辑檬备,82技,1779,849,930
辑檬备,83技,1321,614,707
辑檬备,84技,1213,552,661
辑檬备,85技,1039,452,587
辑檬备,86技,893,392,501
辑檬备,87技,832,342,490
辑檬备,88技,669,274,395
辑檬备,89技,605,220,385
辑檬备,90技,440,145,295
辑檬备,91技,364,135,229
辑檬备,92技,260,78,182
辑檬备,93技,211,51,160
辑檬备,94技,156,48,108
辑檬备,95技,153,46,107
辑檬备,96技,99,24,75
辑檬备,97技,59,12,47
辑檬备,98技,49,12,37
辑檬备,99技,30,10,20
辑檬备,100技 捞惑,66,13,53
碍巢备,拌,554651,265347,289304
碍巢备,0技,2281,1167,1114
碍巢备,1技,2193,1170,1023
碍巢备,2技,2426,1232,1194
碍巢备,3技,2581,1303,1278
碍巢备,4技,2864,1500,1364
碍巢备,5技,3253,1718,1535
碍巢备,6技,3817,2007,1810
碍巢备,7技,4279,2137,2142
碍巢备,8技,4829,2444,2385
碍巢备,9技,5330,2772,2558
碍巢备,10技,5594,2969,2625
碍巢备,11技,6390,3357,3033
碍巢备,12技,6712,3555,3157
碍巢备,13技,6932,3618,3314
碍巢备,14技,6249,3256,2993
碍巢备,15技,6413,3358,3055
碍巢备,16技,6881,3563,3318
碍巢备,17技,6249,3222,3027
碍巢备,18技,5632,2947,2685
碍巢备,19技,5759,2969,2790
碍巢备,20技,5714,2933,2781
碍巢备,21技,5130,2535,2595
碍巢备,22技,5201,2517,2684
碍巢备,23技,6457,3010,3447
碍巢备,24技,6327,2906,3421
碍巢备,25技,6783,3170,3613
碍巢备,26技,7443,3330,4113
碍巢备,27技,7723,3499,4224
碍巢备,28技,8268,3859,4409
碍巢备,29技,8520,4075,4445
碍巢备,30技,8714,4200,4514
碍巢备,31技,8789,4279,4510
碍巢备,32技,8745,4122,4623
碍巢备,33技,8071,3967,4104
碍巢备,34技,7851,3691,4160
碍巢备,35技,7743,3631,4112
碍巢备,36技,7258,3300,3958
碍巢备,37技,7594,3504,4090
碍巢备,38技,7771,3510,4261
碍巢备,39技,7785,3465,4320
碍巢备,40技,8923,4002,4921
碍巢备,41技,9575,4192,5383
碍巢备,42技,10353,4604,5749
碍巢备,43技,10520,4673,5847
碍巢备,44技,10874,4965,5909
碍巢备,45技,10182,4634,5548
碍巢备,46技,10040,4661,5379
碍巢备,47技,10191,4799,5392
碍巢备,48技,10039,4781,5258
碍巢备,49技,10140,4923,5217
碍巢备,50技,10332,5073,5259
碍巢备,51技,10272,5033,5239
碍巢备,52技,10203,5152,5051
碍巢备,53技,9984,5076,4908
碍巢备,54技,9360,4783,4577
碍巢备,55技,8698,4389,4309
碍巢备,56技,7554,3717,3837
碍巢备,57技,6891,3462,3429
碍巢备,58技,7056,3526,3530
碍巢备,59技,6906,3393,3513
碍巢备,60技,6682,3243,3439
碍巢备,61技,6700,3291,3409
碍巢备,62技,6371,3113,3258
碍巢备,63技,6853,3137,3716
碍巢备,64技,6546,3034,3512
碍巢备,65技,6336,2905,3431
碍巢备,66技,6462,2939,3523
碍巢备,67技,6137,2765,3372
碍巢备,68技,5932,2624,3308
碍巢备,69技,6083,2713,3370
碍巢备,70技,5143,2270,2873
碍巢备,71技,5332,2394,2938
碍巢备,72技,4190,1887,2303
碍巢备,73技,3827,1750,2077
碍巢备,74技,4166,1821,2345
碍巢备,75技,4104,1917,2187
碍巢备,76技,3900,1827,2073
碍巢备,77技,3904,1809,2095
碍巢备,78技,2675,1293,1382
碍巢备,79技,2729,1334,1395
碍巢备,80技,2459,1160,1299
碍巢备,81技,2433,1205,1228
碍巢备,82技,2216,1042,1174
碍巢备,83技,1761,828,933
碍巢备,84技,1478,664,814
碍巢备,85技,1396,654,742
碍巢备,86技,1171,489,682
碍巢备,87技,953,383,570
碍巢备,88技,860,326,534
碍巢备,89技,697,232,465
碍巢备,90技,579,192,387
碍巢备,91技,426,125,301
碍巢备,92技,369,107,262
碍巢备,93技,285,76,209
碍巢备,94技,239,67,172
碍巢备,95技,172,37,135
碍巢备,96技,134,28,106
碍巢备,97技,114,25,89
